jcat,piece,type,inclination,reentry_date,dry_mass
A01745,1970-011A,R4          ,31.04,2003-08-01T00:00:00Z,     15 
A05828,1996-061A,R3          ,38,2002-04-07T03:55:00Z,    202 
A06363,2000-074A,R2          ,65.78,2000-11-21T01:00:00Z,   1434 
A06779,2002-059,C  M        ,62.98,2002-12-24T14:00:00Z,      0 
A06780,2002-059,C  M        ,62.98,2002-12-24T14:00:00Z,      0 
A06781,2002-060,R3          ,64.9,2002-12-25T11:00:00Z,   4185 
A06782,2002-060,C  A        ,64.9,2002-12-25T11:00:00Z,    800 
A07167,2007-001D,C  A        ,97.89,2023-01-16T15:15:00Z,     50 
A07314,2007-052H,C  A        ,65.1,2007-10-26T09:15:00Z,    800 
A07746,2010-026A,R2          ,34.5,2010-06-27T00:00:00Z,   2500 
A07891,2011-065,R3          ,51.43,2012-01-15T17:45:00Z,    735 
A07913,2012-006K,R4          ,69.51,2016-11-02T03:45:00Z,    660 
A08042,2013-053,R4          ,96.66,2015-09-01T04:33:00Z,     50 
A08060,2013-064G,R4          ,40.51,2015-12-25T04:49:00Z,    410 
A08209,2014-025,C  M        ,81.4,2014-09-03T04:33:00Z,   2310 
A08286,2003-U01,R4--O--*    ,91.99,2003-09-16T11:25:00Z,     50 
A08298,2014-073,R4          ,96.56,2016-10-09T16:42:00Z,     50 
A08677,2017-051B,R4          ,19.18,2019-03-02T19:23:00Z,    920 
A09215,2018-088G,R3          ,85.03,2023-11-10T13:45:00Z,     40 
A09256,2019-006B,R4          ,98.7,2023-12-21T18:30:00Z,    920 
A09282,2019-018AF,R4          ,97.52,2024-06-30T07:30:00Z,    920 
A09472,2019-043C,R4          ,42.73,2019-07-26T00:00:00Z,    200 
A09725,2021-023H,R3          ,45,2023-03-14T04:21:00Z,     40 
A09905,2021-108A,R2          ,86.01,2023-05-14T15:20:00Z,    200 
A09931,2021-133A,R3          ,63.39,2022-01-05T21:08:00Z,   2440 
A10400,2022-026A,R2          ,97.49,2024-01-01T22:30:00Z,    200 
A10489,2022-U02,R4     *    ,36.56,2022-08-07T04:43:00Z,    200 
A10894,2022-068D,R2-----     ,35,2023-03-08T03:33:00Z,   4006 
A10895,2022-088B,R2-----     ,35,2023-03-11T18:08:00Z,   4006 
A10896,2022-100B,R2-----     ,35,2023-03-28T18:06:00Z,   4006 
A10897,2022-109E,R2-----     ,35,2023-03-28T07:46:00Z,   4006 
A10898,2022-120C,R2-----     ,34.99,2023-05-13T02:43:00Z,   4006 
A10899,2022-133C,R2-----     ,35,2023-08-16T03:21:00Z,   4006 
A10900,2022-160B,R2-----     ,35,2023-10-24T17:00:00Z,   4006 
A10901,2022-171B,R2          ,34.99,2023-11-06T09:39:00Z,   4006 
A10922,2023-051A,R4          ,97.34,2023-10-29T00:59:00Z,    200 
A10928,2023-057,R3  S       ,13.5,2023-04-22T09:40:00Z,   1100 
A11004,2023-109,R3  S       ,16,2023-07-30T01:52:00Z,   1100 
A11122,2024-001B,R4          ,9.66,2024-03-21T14:04:00Z,    920 
A11271,2024-129W,R2          ,53.11,2024-07-12T10:45:00Z,   3000 
C00103,-,R2          ,9.83,2015-11-13T06:18:00Z,      0 
D00197,1968-014B,R2  D       ,36.31,2011-01-18T00:00:00Z,    600 
D00714,1995-039D,R4  D       ,70.89,2000-11-03T00:00:00Z,    900 
D00779,2001-027C,R3  D       ,28.71,2001-07-08T04:30:00Z,    205 
D00791,2002-048C,R4  D       ,52.15,2010-11-03T00:00:00Z,   3300 
D00850,2006-047E,R3  D       ,28.45,2006-11-06T00:54:00Z,    132 
D00871,2008-051D,C  MD       ,11.03,2008-10-25T06:00:00Z,     24 
D00904,2011-037ND,R3  D       ,51.5,2021-08-09T16:26:00Z,   1000 
D01046,2020-087B,R2  D       ,22.27,2020-11-30T15:41:00Z,   5100 
D01153,2024-051B,R2  D       ,23.02,2024-04-24T07:06:00Z,   2800 
D01157,2024-083C,R2  D       ,23.04,2024-05-16T00:00:00Z,   5100 
S19332,1988-063C,R3 P        ,7.36,2003-04-30T00:00:00Z,   1920 
S19485,1988-081C,R3 P        ,6.88,2008-08-02T00:00:00Z,   1920 
S21141,1991-015C,R3 P        ,7.02,2002-02-10T16:55:00Z,   2080 
S22032,1992-041C,R3 P        ,7.27,2021-03-16T21:45:00Z,   1920 
S40051,1998-067ER,C  A        ,51.64,2014-10-31T00:00:00Z,      9 
S47853,1998-067RZ,CXTA-I-     ,51.64,2024-03-08T19:29:00Z,   1103 
F01696,2024-F03,R4          ,97,2024-07-10T23:50:00Z,    200 
F01707,2024-F05,R4          ,97.5,2024-12-27T01:20:00Z,    500 
D00887,2009-031C,R2  D       ,85.13,2009-10-09T11:31:00Z,   2020 
D00942,2014-065B,R3  D       ,36,2022-03-04T12:25:58Z,   2800 
D01004,2018-045D,R3  D       ,14.5,2018-09-25T10:33:00Z,   1000 
D01129,2023-118B,R4          ,43.71,2024-02-26T18:43:09Z,   1000 
R82529,2023-135,R1          ,0,2023-09-05T00:00:00Z,   1700 
R82530,2023-135,R2          ,0,2023-09-05T00:00:00Z,    800 
R82531,2023-135,R3          ,0,2023-09-05T00:00:00Z,    400 
R82588,2023-F09,R1     *    ,0,2023-09-21T00:00:00Z,   1700 
R82589,2023-F09,R2          ,0,2023-09-21T00:00:00Z,    800 
R82590,2023-F09,R3          ,0,2023-09-21T00:00:00Z,    400 
R82819,2023-189,R1          ,0,2023-12-04T00:00:00Z,   1700 
R82820,2023-189,R2          ,0,2023-12-04T00:00:00Z,    800 
R82821,2023-189,R3          ,0,2023-12-04T00:00:00Z,    400 
R83338,2024-102,R1          ,0,2024-05-29T00:00:00Z,   1700 
R83339,2024-102,R2          ,0,2024-05-29T00:00:00Z,    800 
R83340,2024-102,R3          ,0,2024-05-29T00:00:00Z,    400 
R83354,2024-105,R1          ,0,2024-05-30T00:00:00Z,   1700 
R83355,2024-105,R2          ,0,2024-05-30T00:00:00Z,    800 
R83356,2024-105,R3          ,0,2024-05-30T00:00:00Z,    400 
R83377,2024-110,R1          ,0,2024-06-06T00:00:00Z,   1700 
R83378,2024-110,R2          ,0,2024-06-06T00:00:00Z,    800 
R83379,2024-110,R3          ,0,2024-06-06T00:00:00Z,    400 
R83570,2024-153,R1          ,0,2024-08-29T00:00:00Z,   1700 
R83571,2024-153,R2          ,0,2024-08-29T00:00:00Z,    800 
R83572,2024-153,R3          ,0,2024-08-29T00:00:00Z,    400 
R83829,2024-U06,R1          ,140,2024-11-19T22:06:00Z, 220000 
R83967,2024-245,R1          ,0,2024-12-19T00:00:00Z,   1700 
R83968,2024-245,R2          ,0,2024-12-19T00:00:00Z,    800 
R83969,2024-245,R3          ,0,2024-12-19T00:00:00Z,    400 
S00165,1961 RHO 2,R3          ,47.9,2014-02-18T22:00:00Z,     24 
S00229,1962 BET 4,R3          ,48.27,2002-08-10T02:20:00Z,     24 
S00603,1963-022B,R4          ,90.02,2000-05-17T00:00:00Z,     24 
S00898,1964-049E,R4          ,64.99,2004-05-07T00:00:00Z,    900 
S01808,1965-098D,C  A        ,79.88,2002-09-23T00:00:00Z,     10 
S01822,1965-082DM,R3-----*    ,32.16,2003-12-02T00:00:00Z,   1950 
S01944,1965-098E,C  A        ,79.83,2001-11-07T00:00:00Z,     10 
S01996,1965-096D,C  A        ,34.25,2004-11-28T00:00:00Z,      0 
S02129,1966-026B,R2          ,98.59,2002-05-10T21:00:00Z,     24 
S02167,1966-034B,R4          ,82.45,2000-11-13T00:00:00Z,     47 
S03019,1967-104B,R2          ,64.08,2002-12-27T00:00:00Z,   3700 
S04053,1969-064C,R3-----*    ,30.35,2016-10-21T00:53:00Z,     65 
S04392,1970-034B,R3          ,68.44,2000-12-29T00:00:00Z,    250 
S04394,1970-037B,R3          ,81.24,2024-10-25T13:52:00Z,   1440 
S04486,1970-055B,R3          ,27.94,2019-05-27T22:00:00Z,     65 
S04584,1970-085B,R3          ,81.24,2001-01-01T00:00:00Z,   1440 
S04802,1970-109B,R3          ,15.01,2001-12-23T21:50:00Z,     95 
S04814,1970-113B,R3          ,81.2,2024-04-06T03:51:00Z,   1440 
S04850,1971-003B,R3          ,81.22,2002-10-18T00:00:00Z,   1440 
S05143,1971-031B,R3          ,81.25,2001-04-19T00:00:00Z,   1440 
S05282,1971-052B,R2          ,74.02,2003-06-30T00:00:00Z,   1434 
S05328,1971-059B,R3          ,81.22,2001-10-13T00:00:00Z,   1440 
S05978,1968-116B,R3          ,29.68,2005-01-26T00:00:00Z,     65 
S06792,1973-056B,R3          ,63.22,2020-02-25T13:30:00Z,    600 
S06939,1973-084D,R4          ,62.75,2015-06-29T05:30:00Z,   1000 
S07004,1973-107B,R2          ,74,2021-07-24T00:00:00Z,   1434 
S07338,1974-044B,R2          ,82.98,2012-06-22T00:00:00Z,   1434 
S07382,1974-056D,R4          ,62.81,2017-05-31T18:00:00Z,   1000 
S07794,1975-038D,R3          ,24.74,2014-06-24T00:00:00Z,     83 
S07969,1975-056B,R3          ,81.27,2000-01-22T00:00:00Z,   1440 
S08063,1975-072B,R2          ,89.23,2017-05-20T15:00:00Z,    845 
S08128,1975-076B,R3          ,81.24,2001-09-06T00:00:00Z,   1440 
S08133,1975-077B,R2          ,25.33,2013-07-14T06:12:00Z,    845 
S08418,1975-081D,R4          ,62.58,2019-03-24T02:39:00Z,   1000 
S08462,1975-105D,R4          ,62.81,2019-02-05T19:20:00Z,   1000 
S08701,1976-006D,R4          ,62.97,2017-05-05T00:00:00Z,   1000 
S08745,1976-022B,R2          ,82.94,2005-06-27T00:00:00Z,   1434 
S09017,1976-066C,R3          ,24.74,2004-12-06T00:00:00Z,     83 
S09530,1974-094E,R3          ,24.35,2000-07-18T00:00:00Z,     99 
S09850,1977-010E,R4          ,62.87,2019-12-11T03:12:00Z,   1000 
S09854,1977-015B,R3          ,81.16,2000-02-14T00:00:00Z,   1440 
S09864,1977-018B,R3          ,24.38,2019-06-10T00:00:00Z,     83 
S09927,1977-021D,R4          ,62.85,2019-10-15T15:57:00Z,   1000 
S09980,1977-032D,R4          ,62.05,2017-04-22T00:00:00Z,   1000 
S10135,1977-061B,R3          ,81.24,2000-05-17T00:00:00Z,   1440 
S10363,1977-091B,R3          ,81.24,2001-11-14T00:00:00Z,   1440 
S10582,1978-004B,R3          ,81.18,2011-10-28T00:00:00Z,   1440 
S10788,1978-038B,R2      C   ,28.4,1980-01-01T00:00:00Z,    600 
S10801,1978-020B,C  M        ,63.14,2012-08-11T00:00:00Z,    157 
S10861,1978-045B,R3          ,81.21,2013-11-15T20:20:00Z,   1440 
S10960,1977-053B,C  M        ,63.21,2001-04-28T00:00:00Z,    157 
S10983,1978-071C,R3          ,25.59,2006-10-19T00:00:00Z,     83 
S10994,1978-075B,R3          ,63.2,2002-06-25T14:50:00Z,    600 
S10998,1978-066D,R4          ,62.76,2024-06-04T09:54:00Z,   1000 
S11056,1978-094B,R3          ,81.19,2002-01-19T21:50:00Z,   1440 
S11156,1978-117B,R3          ,81.23,2002-11-20T00:00:00Z,   1440 
S11252,1979-005B,R3          ,97.47,2001-05-24T00:00:00Z,   1440 
S11269,1979-012B,R3          ,81.22,2002-02-14T15:26:00Z,   1440 
S11286,1979-020B,R2          ,73.99,2003-08-06T00:00:00Z,   1434 
S11332,1979-032B,R3          ,81.22,2009-05-09T00:00:00Z,   1440 
S11419,1979-057B,C  A        ,98.32,2003-03-16T00:00:00Z,      0 
S11458,1979-067B,R3          ,81.2,2001-05-10T00:00:00Z,   1440 
S11555,1979-058D,R4          ,62.9,2012-01-04T00:00:00Z,   1000 
S11556,1979-070D,R4          ,62.82,2002-02-02T07:39:00Z,   1000 
S11601,1979-093B,R3          ,81.25,2010-04-30T00:00:00Z,   1440 
S11630,1979-099B,R3          ,81.19,2004-05-07T00:00:00Z,   1440 
S11634,1979-057C,C  A        ,98.28,2004-07-13T00:00:00Z,      0 
S11683,1980-008B,R3          ,81.23,2014-10-12T19:00:00Z,   1440 
S11718,1980-018C,R3          ,24.48,2009-04-06T00:00:00Z,    105 
S11822,1980-044B,R3          ,81.23,2023-02-20T10:16:00Z,   1440 
S11849,1980-051B,R3          ,97.55,2016-05-13T20:07:00Z,   1440 
S11933,1980-069B,R3          ,81.22,2014-05-22T03:00:00Z,   1440 
S12035,1980-085D,R4          ,62.98,2011-11-26T00:00:00Z,   1000 
S12069,1980-087B,R2          ,26.24,2011-10-28T00:00:00Z,   1800 
S12072,1980-093B,R3          ,81.24,2015-04-18T14:19:00Z,   1440 
S12155,1981-008B,R3          ,81.18,2024-08-23T12:42:00Z,   1440 
S12159,1981-009D,R4          ,62.86,2024-05-24T20:14:00Z,   1000 
S12389,1981-033B,R2          ,82.96,2015-07-11T23:15:00Z,   1434 
S12561,1981-058D,R4          ,62.87,2013-06-10T00:00:00Z,    900 
S12908,1978-016C,R2          ,26.45,2005-12-05T00:00:00Z,   1800 
S13215,1982-045D,R4          ,62.97,2009-01-18T00:00:00Z,    900 
S13446,1982-083E,R4          ,62.88,2001-12-21T19:40:00Z,    900 
S13591,1982-095D,R4          ,63.17,2005-07-02T00:00:00Z,    900 
S13967,1983-025D,R4          ,62.85,2000-08-16T00:00:00Z,    900 
S13985,1983-030B,R2          ,25.35,2001-10-18T00:00:00Z,    919 
S14236,1983-077C,R3          ,22.95,2001-09-14T00:00:00Z,    132 
S14319,1983-090D,R4          ,62.93,2002-01-16T01:30:00Z,    900 
S14484,1983-111B,R2          ,82.92,2015-07-25T05:00:00Z,   1434 
S14520,1983-114D,R4          ,62.79,2001-01-24T00:00:00Z,    900 
S14693,1984-011E,C -M-S-*    ,28.15,2000-09-22T00:00:00Z,    132 
S14694,1984-011F,C -M-S-*    ,27.68,2014-12-23T07:55:00Z,    132 
S15156,1984-079D,R4          ,63.06,2009-11-06T00:00:00Z,    900 
S15188,1984-085D,R4          ,62.83,2002-12-20T00:00:00Z,    900 
S15244,1984-093E,C -M-S-     ,27.23,2024-12-21T00:00:00Z,    200 
S15679,1985-035C,R3          ,7.21,2002-03-27T17:37:00Z,   1537 
S15811,1985-045D,R4          ,63.18,2002-03-18T09:10:00Z,    900 
S15830,1985-049D,R4          ,63,2024-08-01T20:10:00Z,    900 
S15916,1985-061D,R4          ,62.82,2004-03-08T00:00:00Z,    900 
S15955,1985-071D,R4          ,62.85,2001-08-23T14:40:00Z,    900 
S15983,1985-074D,R4          ,62.84,2000-04-20T00:00:00Z,    900 
S16102,1985-087B,R2          ,22.95,2012-04-20T00:00:00Z,   1800 
S16111,1985-090B,R3          ,97.77,2022-03-21T01:10:00Z,   1440 
S16125,1985-091D,R4          ,63.02,2001-02-20T00:00:00Z,    900 
S16223,1985-103D,R4          ,62.86,2003-01-13T00:00:00Z,    900 
S16243,1985-105D,R4          ,63.13,2001-01-11T00:00:00Z,    900 
S16600,1986-016C,R3          ,28.16,2003-11-02T00:00:00Z,     83 
S16925,1986-065D,R4          ,63.14,2006-12-28T00:00:00Z,    900 
S16939,1986-068D,R4          ,62.99,2001-07-19T10:50:00Z,    900 
S17037,1986-078D,R4          ,63.35,2015-03-30T13:45:00Z,    900 
S17267,1986-103D,R4          ,62.77,2005-12-06T00:00:00Z,    900 
S18086,1987-048D,R4          ,62.89,2002-09-19T00:00:00Z,    900 
S18127,1987-053B,C  A        ,98.83,2001-08-31T00:00:00Z,      0 
S18332,1987-073E,C  M        ,46.81,2003-01-26T00:00:00Z,     60 
S18719,1987-109E,C  M        ,47.25,2000-12-20T00:00:00Z,     60 
S18983,1988-022D,R4          ,62.92,2002-01-23T00:00:00Z,    900 
S19190,1988-044B,R4          ,62.92,2003-01-19T00:00:00Z,    900 
S19220,1988-051F,C  A        ,9.88,2001-11-22T09:30:00Z,     60 
S19348,1988-066E,C  M        ,47.31,2003-10-16T00:00:00Z,     60 
S19448,1988-076D,R4          ,62.91,2017-02-07T09:00:00Z,    900 
S19544,1988-090D,R4          ,62.93,2002-02-14T04:24:00Z,    900 
S19716,1988-112D,R4          ,62.8,2006-10-10T00:00:00Z,    900 
S19733,1988-115D,R4          ,62.87,2001-04-02T00:00:00Z,    900 
S19764,1988-113H,R3          ,73.58,2002-08-07T19:12:00Z,   1600 
S19824,1989-016C,C  M        ,75.09,2005-12-17T00:00:00Z,     22 
S19884,1989-021C,C -M-S-     ,26.27,2023-09-30T23:44:00Z,   1164 
S20094,1989-048F,C  M        ,47.27,2001-02-20T00:00:00Z,     60 
S20230,1989-070B,R3          ,28.58,2019-04-05T00:00:00Z,    168 
S20258,1989-078D,R4          ,64.58,2003-10-06T00:00:00Z,    900 
S20299,1989-084C,C -M-S-     ,34.29,2006-02-20T00:00:00Z,   1164 
S20303,1989-085B,R2          ,35.65,2023-10-16T14:05:00Z,    919 
S20339,1989-094B,R4          ,64.63,2000-07-04T00:00:00Z,    900 
S20362,1989-097B,R2          ,35.65,2020-03-11T08:30:00Z,    919 
S20390,1989-100B,R3          ,73.54,2003-06-05T00:00:00Z,   1600 
S20399,1989-101E,C  M        ,46.64,2000-09-03T00:00:00Z,     60 
S20406,1990-001F,C  M        ,26.71,2013-09-26T08:09:00Z,    196 
S20446,1990-006C,R4          ,64.87,2002-10-23T00:00:00Z,    900 
S20539,1990-026D,R4          ,63.11,2013-05-05T00:00:00Z,    900 
S20586,1990-039D,R4          ,63.97,2002-05-31T17:45:00Z,    900 
S20609,1990-043C,R4          ,89.88,2023-11-29T00:00:00Z,     31 
S20614,1990-043H,C  A        ,89.91,2001-05-25T00:00:00Z,      0 
S20649,1990-052D,R4          ,63.39,2006-09-13T00:00:00Z,    900 
S20698,1990-061F,C  M        ,46.89,2000-07-16T00:00:00Z,     60 
S20704,1990-054E,C  M        ,47.01,2000-04-23T00:00:00Z,     60 
S20745,1990-071D,R4          ,63.6,2007-08-19T00:00:00Z,    900 
S20770,1990-076D,R4          ,65.31,2008-10-19T00:00:00Z,    900 
S20816,1990-084D,R4          ,63.11,2009-08-20T00:00:00Z,    900 
S20874,1990-091C,R3          ,7.6,2016-09-20T10:30:00Z,   2080 
S20919,1990-093B,R2          ,24.75,2000-03-26T00:00:00Z,    919 
S20944,1990-099D,R4          ,64.36,2007-07-08T00:00:00Z,    900 
S20952,1990-101D,R4          ,63.56,2004-12-15T00:00:00Z,    900 
S20960,1990-103B,R2          ,21.42,2001-10-01T00:00:00Z,    924 
S20964,1990-097C,C -M-S- C   ,25.93,2000-01-01T00:00:00Z,    200 
S20965,1990-097D,C -M-S- c   ,24.89,2000-01-01T00:00:00Z,    132 
S20967,1990-104B,R3          ,82.51,2007-01-08T00:00:00Z,   1600 
S21025,1990-112F,C  M        ,46.53,2000-07-02T00:00:00Z,     60 
S21114,1991-010D,C  M        ,46.51,2007-01-30T00:00:00Z,     60 
S21122,1991-010E,C  M        ,47.35,2002-08-18T00:00:00Z,     60 
S21150,1991-018B,R2          ,24.97,2003-05-26T00:00:00Z,    919 
S21267,1991-032B,C  A        ,98.72,2001-12-26T00:00:00Z,      0 
S21298,1991-032C,C  A        ,98.71,2002-03-28T00:00:00Z,      0 
S21538,1991-046E,C  M        ,46.63,2000-08-22T00:00:00Z,     60 
S21633,1991-053D,R4          ,63.24,2005-03-16T12:15:00Z,    900 
S21654,1991-055B,R3          ,7.08,2012-01-04T00:00:00Z,   1820 
S21695,1991-062B,R3          ,31.34,2014-05-02T00:00:00Z,    310 
S21709,1991-065D,R4          ,62.84,2010-12-06T00:00:00Z,    900 
S21800,1991-082B,C  A        ,98.91,2011-09-17T00:00:00Z,      0 
S21801,1991-082C,C  A        ,98.92,2013-11-12T00:00:00Z,      0 
S21829,1991-087F,C  M        ,47.2,2000-10-08T00:00:00Z,     60 
S21850,1992-003D,R4          ,62.87,2006-12-13T00:00:00Z,    900 
S21900,1992-011D,R4          ,62.8,2006-09-26T00:00:00Z,    900 
S21931,1992-019B,R2          ,21.18,2013-12-15T03:04:00Z,    924 
S21990,1992-032B,R2          ,26.59,2002-05-30T12:15:00Z,   2095 
S22010,1992-037B,R2          ,26.1,2002-06-17T08:10:00Z,   2095 
S22013,1992-038B,R4          ,81.67,2002-01-28T02:24:00Z,     31 
S22015,1992-039B,R2          ,20.72,2024-08-28T10:12:00Z,    924 
S22020,1992-040D,R4          ,62.96,2015-06-28T23:56:00Z,    900 
S22033,1992-041D,C  A        ,7.09,2000-05-01T00:00:00Z,    200 
S22048,1992-043F,C  M        ,47.25,2001-07-23T12:30:00Z,     60 
S22067,1992-047H,C  M        ,64.82,2000-12-19T00:00:00Z,     60 
S22071,1992-050D,R4          ,62.87,2008-03-13T00:00:00Z,    900 
S22232,1992-079B,R2          ,21.22,2013-07-31T04:00:00Z,    924 
S22233,1992-079C,R3          ,34.64,2001-03-24T00:00:00Z,    132 
S22250,1992-082F,C  M        ,47.21,2001-10-02T00:00:00Z,     60 
S22254,1992-084B,R3          ,6.71,2015-05-17T07:54:00Z,   1820 
S22258,1992-085D,R4          ,62.91,2007-11-23T00:00:00Z,    900 
S22273,1992-088E,C  M        ,47.29,2004-06-27T00:00:00Z,     60 
S22274,1992-088F,C  M        ,47.23,2006-05-04T00:00:00Z,     60 
S22277,1992-089C,R3          ,34.93,2013-07-22T01:00:00Z,    132 
S22312,1993-002D,R4          ,62.98,2006-04-04T00:00:00Z,    900 
S22447,1993-007B,R2          ,20.86,2023-12-22T21:53:00Z,    924 
S22448,1993-007C,R3          ,34.75,2002-09-11T00:00:00Z,    132 
S22522,1993-011B,R3          ,31.1,2003-12-10T00:00:00Z,    310 
S22564,1993-015B,R2          ,27.43,2000-01-06T00:00:00Z,   1840 
S22597,1993-022D,R4          ,62.97,2009-02-11T00:00:00Z,    900 
S22636,1993-025D,R4          ,62.83,2004-11-15T00:00:00Z,    900 
S22656,1993-031D,C  A        ,5.19,2007-01-02T00:00:00Z,     60 
S22658,1993-032B,R2          ,21.92,2002-12-08T00:00:00Z,    924 
S22659,1993-032C,R3          ,34.94,2001-01-12T16:45:00Z,    132 
S22674,1993-035D,R4          ,62.85,2011-07-29T00:00:00Z,    900 
S22702,1993-042C,R3          ,34.76,2000-02-05T00:00:00Z,    132 
S22726,1993-048D,C  A        ,7.12,2000-05-20T00:00:00Z,    370 
S22732,1993-049D,R4          ,62.85,2013-01-15T00:00:00Z,    900 
S22740,1993-050B,C  A        ,98.91,2009-12-16T00:00:00Z,      0 
S22780,1993-054B,R2          ,22.04,2002-04-05T07:08:00Z,    924 
S22781,1993-054C,R3          ,34.81,2007-01-18T00:00:00Z,    132 
S22788,1993-056B,R2          ,26.97,2016-03-15T03:30:00Z,   1840 
S22801,1993-050C,C  A        ,98.91,2022-04-08T00:00:00Z,      0 
S22876,1993-067B,R2          ,82.94,2000-03-02T00:00:00Z,   1434 
S22879,1993-068C,R3          ,34.98,2004-01-20T00:00:00Z,    132 
S22922,1993-076B,R2          ,23.05,2002-11-18T00:00:00Z,    919 
S22925,1993-072E,C  M        ,47.3,2001-01-06T00:00:00Z,     60 
S22933,1993-078D,C  A        ,3.83,2001-08-04T00:00:00Z,    370 
S22968,1994-002F,C  M        ,47.33,2000-08-29T00:00:00Z,     60 
S22986,1994-008F,C  M        ,47.37,2001-02-15T00:00:00Z,     60 
S22997,1994-010C,R3          ,27.68,2007-01-01T00:00:00Z,   2800 
S23020,1994-014B,R3          ,82.49,2005-02-13T08:14:00Z,   1600 
S23029,1994-016C,R3          ,34.89,2001-03-27T00:00:00Z,    132 
S23032,1994-017C,R4      C   ,105.01,2000-01-01T00:00:00Z,    410 
S23049,1994-021G,C  M        ,64.8,2000-09-04T00:00:00Z,     60 
S23050,1994-021H,C  M        ,64.88,2000-07-25T00:00:00Z,     60 
S23098,1994-026B,R3      C   ,64.4,2000-05-18T00:00:00Z,   2775 
S23100,1994-027B,R4          ,46.05,2003-10-06T00:00:00Z,    195 
S23117,1994-030F,C  M        ,47.35,2001-09-29T00:00:00Z,     60 
S23133,1994-035B,R2          ,26.95,2001-04-05T00:00:00Z,   1840 
S23172,1994-038E,C  M        ,47.78,2001-08-05T14:30:00Z,     60 
S23174,1994-038F,C  M        ,47.85,2003-01-24T00:00:00Z,     60 
S23178,1994-040D,C  A        ,7.07,2003-05-17T00:00:00Z,    200 
S23209,1994-050G,C  M        ,64.9,2000-07-10T00:00:00Z,     60 
S23210,1994-050H,C  M        ,64.82,2000-09-26T00:00:00Z,     60 
S23214,1994-051D,R4          ,62.87,2008-02-19T00:00:00Z,    900 
S23234,1994-057B,C  A        ,98.91,2015-04-10T00:00:00Z,      0 
S23235,1994-057C,C  A        ,98.91,2015-03-13T00:00:00Z,      0 
S23332,1994-070B,R3          ,6.9,2004-01-20T00:00:00Z,   1820 
S23416,1994-080B,R3          ,27.83,2003-10-13T00:00:00Z,   2800 
S23423,1994-081D,R4          ,62.79,2012-10-17T00:00:00Z,    900 
S23430,1994-082E,C  M        ,47.3,2001-10-27T00:00:00Z,     60 
S23457,1994-089B,C  A        ,98.89,2022-11-29T00:00:00Z,      0 
S23458,1994-089C,C  A        ,98.88,2011-11-02T00:00:00Z,      0 
S23460,1994-087F,C  M        ,47.27,2002-02-17T00:05:00Z,     60 
S23502,1995-008B,R2          ,65.85,2000-06-18T00:00:00Z,   1434 
S23517,1995-009G,C  M        ,64.8,2001-08-06T17:30:00Z,     60 
S23518,1995-009H,C  M        ,64.86,2001-06-08T00:00:00Z,     60 
S23534,1995-015B,C  A        ,98.83,2015-10-07T00:00:00Z,      0 
S23554,1995-019B,R2          ,26.49,2005-03-30T00:00:00Z,   2095 
S23599,1995-029B,R3          ,7.27,2008-01-13T00:00:00Z,   1820 
S23630,1995-037J,C  M        ,64.82,2001-09-01T00:00:00Z,     60 
S23631,1995-037K,C  M        ,64.88,2001-11-02T00:00:00Z,     60 
S23661,1995-045F,C  M        ,47.45,2002-05-08T02:10:00Z,     60 
S23729,1995-066B,R2      C   ,97.8,2000-01-01T00:00:00Z,   4500 
S23733,1995-067D,C  A        ,6.86,2002-01-13T10:20:00Z,    370 
S23740,1995-068G,C  M        ,64.83,2001-11-23T22:45:00Z,     60 
S23742,1995-069B,R2          ,26.86,2002-03-16T03:45:00Z,   2095 
S23743,1995-068H,C  M        ,64.88,2001-10-13T00:00:00Z,     60 
S23767,1996-002D,C  A        ,6.89,2002-04-04T06:33:00Z,    370 
S23769,1996-003B,R2          ,25.32,2014-10-30T10:42:00Z,    919 
S23782,1996-007B,R3          ,6.81,2000-06-07T00:00:00Z,   1820 
S23813,1996-005F,C  M        ,47.36,2004-03-07T00:00:00Z,     60 
S23817,1996-015B,R3          ,7,2000-10-19T00:00:00Z,   1820 
S23824,1996-010E,C  M      + ,48.15,2000-11-23T00:00:00Z,     60 
S23834,1996-019B,R2          ,35.07,2000-04-27T13:30:00Z,    924 
S23835,1996-019C,R3          ,34.87,2001-09-29T00:00:00Z,    132 
S23854,1996-025B,R2          ,82.96,2001-01-04T00:00:00Z,   1434 
S23858,1996-027B,R2          ,3.99,2000-06-09T00:00:00Z,   1840 
S23878,1996-033B,R2          ,25.83,2003-01-17T00:00:00Z,    924 
S23887,1996-034F,C  M        ,47.33,2000-03-12T00:00:00Z,     60 
S23941,1996-037B,R3          ,97.38,2000-09-05T00:00:00Z,    202 
S23944,1996-039B,R3          ,27.17,2009-09-12T00:00:00Z,   2000 
S23951,1996-040D,C  A        ,7.08,2001-03-26T00:00:00Z,    400 
S23954,1996-041B,R2          ,35.25,2000-10-08T00:00:00Z,    924 
S23955,1996-041C,R3          ,35.01,2004-07-15T00:00:00Z,    132 
S24211,1996-044D,C  A        ,5.56,2000-06-01T00:00:00Z,    400 
S24276,1996-045D,R4          ,62.85,2013-07-17T00:00:00Z,    900 
S24283,1996-048B,R3-----*    ,27.28,2003-07-03T00:00:00Z,   2000 
S24314,1996-055B,R3          ,7.27,2000-04-02T00:00:00Z,   1820 
